RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,ChurnProbability,ChurnProbabilityPct,RiskSegment
7898,15639252,Shao,603,Spain,Male,30,6,129548.5,2,1,1,19282.85,0,0.11162854678376934,11.16,Low Risk
7899,15628144,Soares,635,France,Female,72,4,74812.84,1,0,1,27448.33,0,0.25323234137190664,25.32,Low Risk
7900,15683560,Gallo,642,France,Female,40,7,0.0,2,1,0,183963.34,0,0.20602188774816096,20.6,Low Risk
7901,15653275,Lei,785,Spain,Female,54,1,0.0,2,1,0,45113.92,1,0.600396819098815,60.04,High Risk
7902,15622182,Daniels,628,Germany,Female,28,3,153538.13,2,1,0,110776.01,0,0.15795599653835743,15.8,Low Risk
7903,15613962,Kenechi,499,France,Female,38,9,0.0,2,0,1,183042.2,0,0.1462328552201754,14.62,Low Risk
7904,15618437,Singleton,567,Spain,Male,34,10,0.0,2,0,1,161571.79,0,0.04136477842959946,4.14,Low Risk
7905,15783338,Williams,449,Spain,Male,32,0,155619.36,1,1,1,166692.03,0,0.1887823882447221,18.88,Low Risk
7906,15764491,Greece,701,Spain,Male,35,10,159693.9,2,1,1,71173.64,0,0.10492242818775875,10.49,Low Risk
7907,15712960,Olisanugo,613,Spain,Male,37,3,171653.17,1,0,1,5353.12,0,0.1725189706494879,17.25,Low Risk
7908,15688157,Padovano,683,Germany,Female,39,2,47685.47,2,1,1,86019.48,0,0.21669689519078075,21.67,Low Risk
7909,15579287,Rossi,581,France,Male,35,4,0.0,2,0,1,86383.82,0,0.04395142755224016,4.4,Low Risk
7910,15570931,Grant,620,France,Male,61,5,0.0,1,0,0,31641.52,1,0.8831004100132852,88.31,High Risk
7911,15615177,Ebelegbulam,561,Spain,Male,28,6,123692.0,1,1,1,70548.96,0,0.1699937398191047,17.0,Low Risk
7912,15809906,Mitchell,558,Germany,Male,26,1,148853.29,2,1,1,24411.02,0,0.12220703478503826,12.22,Low Risk
7913,15652169,Buckley,642,France,Male,35,2,133161.95,1,0,1,122254.86,0,0.14033084662084308,14.03,Low Risk
7914,15649450,Repina,805,Germany,Male,24,6,143221.35,2,1,0,186035.72,0,0.1665073446422815,16.65,Low Risk
7915,15777179,Ellis,687,France,Male,35,9,0.0,2,0,1,73133.82,0,0.05569948071217228,5.57,Low Risk
7916,15803538,Douglas,695,Spain,Male,56,1,0.0,3,1,0,187734.49,1,0.8749964320293344,87.5,High Risk
7917,15610936,Becher,562,France,Male,33,6,0.0,2,1,0,111590.35,0,0.06427622076090649,6.43,Low Risk
7918,15590094,Nwachukwu,613,Germany,Male,38,9,126265.88,2,0,0,15859.95,0,0.350219111438386,35.02,Medium Risk
7919,15572706,Smith,589,France,Male,37,5,0.0,1,1,0,61324.87,0,0.4541566006115958,45.42,Medium Risk
7920,15634564,Aksyonov,593,Spain,Male,31,8,112713.34,1,1,1,176868.89,0,0.20713031039938887,20.71,Low Risk
7921,15684296,Artyomova,714,France,Male,34,5,141173.03,1,0,1,98896.06,0,0.12331200081871387,12.33,Low Risk
7922,15702293,Medvedeva,588,Spain,Female,35,7,0.0,2,1,1,108739.15,0,0.07377049352625996,7.38,Low Risk
7923,15642099,Tsui,679,Spain,Male,39,6,0.0,2,1,0,12266.06,0,0.07426615790478927,7.43,Low Risk
7924,15773273,Runyon,730,Spain,Male,38,5,118866.36,1,1,1,163317.5,0,0.13916629511830103,13.92,Low Risk
7925,15613337,Gallo,833,France,Male,47,2,0.0,2,1,1,182247.77,0,0.15201847606376495,15.2,Low Risk
7926,15800482,Bradshaw,586,Spain,Female,33,7,0.0,2,1,1,168261.4,0,0.08573823064076953,8.57,Low Risk
7927,15732644,Evans,567,Spain,Female,54,5,92316.31,2,1,0,158590.66,1,0.8805414167671561,88.05,High Risk
7928,15713426,Hancock,637,Germany,Male,30,1,122185.53,1,1,0,102566.46,1,0.5043437346650963,50.43,Medium Risk
7929,15640789,Butler,711,France,Male,38,4,123345.85,1,1,0,141827.83,0,0.3388363656767562,33.88,Medium Risk
7930,15598892,Bradshaw,828,France,Male,30,4,73070.18,2,0,0,161671.15,0,0.13744158423560715,13.74,Low Risk
7931,15606436,Bergamaschi,500,Spain,Male,38,7,0.0,2,0,0,192013.23,0,0.1366473453173812,13.66,Low Risk
7932,15751227,Ebelegbulam,807,France,Male,47,1,95120.59,1,0,0,127875.1,0,0.7131827226544399,71.32,High Risk
7933,15812365,Greco,850,France,Male,40,8,102800.65,1,1,0,60811.56,0,0.4077717589920585,40.78,Medium Risk
7934,15616088,Lucas,782,France,Female,70,7,97072.42,1,0,1,131177.22,0,0.2847329669312207,28.47,Low Risk
7935,15803886,Barber,629,Spain,Male,31,6,132876.55,1,1,1,130862.11,0,0.15630150892857816,15.63,Low Risk
7936,15587311,Dobbs,582,Spain,Male,33,6,0.0,2,0,1,72970.93,0,0.048950534764744355,4.9,Low Risk
7937,15617401,Thomson,468,France,Male,22,2,0.0,2,1,0,28123.99,0,0.07879778557144404,7.88,Low Risk
7938,15775886,Su,670,France,Male,36,3,0.0,1,1,0,140754.19,1,0.418266641761548,41.83,Medium Risk
7939,15807305,Watkins,805,France,Male,39,2,0.0,1,0,0,166650.32,0,0.3747334591450428,37.47,Medium Risk
7940,15761717,Ch'ien,720,France,Male,26,10,51962.91,2,1,0,45507.24,0,0.09794464610181373,9.79,Low Risk
7941,15628008,Monds,781,Spain,Female,29,6,98759.89,1,0,0,112202.64,0,0.27627051051946594,27.63,Low Risk
7942,15583755,McClemans,592,Germany,Male,33,2,156570.86,1,1,1,37140.2,0,0.23340321086946464,23.34,Low Risk
7943,15661409,Shen,542,France,Female,42,1,0.0,1,1,1,178256.58,1,0.5589253833562217,55.89,Medium Risk
7944,15774250,Gallo,532,France,Male,42,1,159024.71,1,1,0,100982.93,1,0.5797246404544097,57.97,Medium Risk
7945,15681476,Foveaux,520,France,Female,39,1,73493.17,1,0,1,109626.13,1,0.4926542107185789,49.27,Medium Risk
7946,15654870,Longo,759,France,Female,45,8,0.0,2,1,1,99251.24,0,0.2351228635158734,23.51,Low Risk
7947,15790448,Calabresi,473,France,Female,35,6,69617.36,1,1,0,143345.69,0,0.39727281592828284,39.73,Medium Risk
7948,15785326,Randall,639,Spain,Female,35,5,136526.26,2,1,0,59653.03,0,0.23648927434496025,23.65,Low Risk
7949,15592854,Garcia,705,France,Male,25,3,113736.27,1,0,1,196864.61,0,0.12396165109442213,12.4,Low Risk
7950,15617486,Sullivan,530,France,Male,52,1,106723.28,1,0,0,109960.4,1,0.8769523265959155,87.7,High Risk
7951,15806796,Higgins,516,Germany,Female,33,10,138847.9,1,1,1,127256.7,0,0.40733007394061443,40.73,Medium Risk
7952,15644699,Crawford,850,France,Female,40,0,0.0,2,1,0,1099.95,0,0.22076128624056063,22.08,Low Risk
7953,15622305,Martin,746,Germany,Female,33,2,107868.14,2,1,1,146192.4,0,0.20071055680834315,20.07,Low Risk
7954,15608209,Currey,622,Germany,Male,33,3,96926.12,2,1,0,48553.77,0,0.16075870636851058,16.08,Low Risk
7955,15626898,Teng,743,France,Male,30,7,77599.23,1,0,0,144407.1,0,0.22761614392791116,22.76,Low Risk
7956,15644297,Austin,732,Germany,Male,38,5,178787.54,1,1,1,195760.53,0,0.32901336265015707,32.9,Medium Risk
7957,15731569,Hudson,850,France,Male,81,5,0.0,2,1,1,44827.47,0,0.045838844192753754,4.58,Low Risk
7958,15582149,Ts'ui,850,Germany,Female,34,3,129668.43,2,1,1,88743.99,0,0.14700669263173896,14.7,Low Risk
7959,15802483,Hancock,686,France,Male,34,6,146178.13,2,1,1,88837.11,0,0.13251471913674473,13.25,Low Risk
7960,15686999,Nicholas,556,France,Female,40,8,0.0,2,1,0,62112.7,0,0.18968842338139155,18.97,Low Risk
7961,15772479,Napolitano,673,France,Male,37,4,0.0,2,0,0,163563.07,0,0.06583662670423059,6.58,Low Risk
7962,15778884,Jamieson,809,France,Female,38,2,154763.21,2,1,1,174800.31,0,0.19912285227026497,19.91,Low Risk
7963,15623630,Foster,634,Germany,Female,56,3,116251.24,1,0,1,42429.88,1,0.866759086725347,86.68,High Risk
7964,15774316,Moretti,630,France,Male,37,6,0.0,2,1,1,82647.65,0,0.046303609793066365,4.63,Low Risk
7965,15695097,Chiedozie,564,Germany,Female,30,0,100954.88,2,0,0,134175.15,0,0.22259563155807968,22.26,Low Risk
7966,15645404,Okwukwe,625,France,Female,51,4,124620.01,2,1,0,92243.94,1,0.7266476347302567,72.66,High Risk
7967,15750574,Lumholtz,677,Spain,Female,34,4,0.0,2,1,1,6175.53,0,0.11930042911271777,11.93,Low Risk
7968,15636812,Rose,583,France,Male,40,9,112701.04,1,0,0,29213.63,0,0.3587203634972949,35.87,Medium Risk
7969,15712068,Wan,592,Spain,Male,45,8,84692.5,1,0,1,67214.02,0,0.40634638829028713,40.63,Medium Risk
7970,15652030,De Bernales,637,Germany,Male,49,2,108204.52,1,1,0,169037.84,1,0.9518465526748737,95.18,High Risk
7971,15577398,Ch'eng,850,France,Male,30,6,86449.39,1,1,1,188809.23,0,0.11419613180104382,11.42,Low Risk
7972,15756848,Edmondson,633,Spain,Male,42,10,0.0,1,0,1,79408.17,0,0.3602234109205104,36.02,Medium Risk
7973,15806929,Ch'ien,751,Germany,Male,36,5,73194.99,1,1,1,89222.66,0,0.17419804760696023,17.42,Low Risk
7974,15656005,Millar,592,Germany,Male,31,7,124593.23,1,1,0,86079.67,0,0.47326435376354803,47.33,Medium Risk
7975,15722632,Dickson,716,Germany,Male,50,2,119655.77,1,1,1,12944.17,1,0.8602670433806988,86.03,High Risk
7976,15794356,Toscani,641,Germany,Male,42,3,121765.37,2,1,1,166516.84,0,0.2825226145389407,28.25,Low Risk
7977,15659656,Pan,849,France,Male,35,4,110837.73,1,0,0,126419.8,0,0.23177052957616057,23.18,Low Risk
7978,15588341,Chigozie,647,Spain,Male,47,10,99835.17,1,0,1,89103.05,0,0.3506373658774242,35.06,Medium Risk
7979,15709142,Sagese,608,Germany,Female,30,2,91057.37,2,1,0,132973.17,0,0.17336031668668833,17.34,Low Risk
7980,15627042,Reilly,555,France,Female,26,7,0.0,2,1,0,93122.41,0,0.08991094986968073,8.99,Low Risk
7981,15627517,Taylor,497,Spain,Male,27,7,149400.27,1,0,0,167522.19,0,0.21614462983704016,21.61,Low Risk
7982,15803032,Yen,599,Germany,Male,38,9,89111.63,1,0,0,157239.6,0,0.4178252212694281,41.78,Medium Risk
7983,15665129,Kapustin,545,Germany,Male,33,1,132527.9,2,0,1,107429.71,0,0.12538749895155799,12.54,Low Risk
7984,15628272,Singh,774,France,Female,36,9,114997.42,1,1,0,75304.09,0,0.33031958357607455,33.03,Medium Risk
7985,15678206,Yeh,464,France,Male,46,6,161798.53,1,1,0,182944.47,0,0.6898097377024477,68.98,High Risk
7986,15678427,Genovese,696,Germany,Female,27,2,96129.32,2,1,1,5983.7,0,0.15707091378206817,15.71,Low Risk
7987,15678067,Boyle,667,Spain,Male,45,3,0.0,2,0,0,163655.01,0,0.180252475874521,18.03,Low Risk
7988,15793331,Blair,812,France,Male,32,5,133050.97,2,1,0,89385.92,0,0.1299356554792163,12.99,Low Risk
7989,15699532,Okagbue,516,France,Male,51,8,120124.35,2,0,1,168773.54,0,0.4061388530515677,40.61,Medium Risk
7990,15605827,Khan,645,France,Male,39,8,0.0,2,0,0,96864.36,0,0.07988353880066662,7.99,Low Risk
7991,15643635,Robertson,664,Spain,Male,32,5,133705.74,1,0,0,134455.84,0,0.2262563396112368,22.63,Low Risk
7992,15787710,Tikhonov,427,Spain,Female,39,9,0.0,2,1,0,28368.37,0,0.15803374366524617,15.8,Low Risk
7993,15614137,MacDonald,685,France,Female,40,7,0.0,2,1,0,103898.59,0,0.19119183583220895,19.12,Low Risk
7994,15754494,Ah Mouy,585,France,Female,33,4,152805.05,1,1,0,63239.65,0,0.30528207708514105,30.53,Medium Risk
7995,15713440,Barese,519,Germany,Female,21,1,151701.45,3,1,1,170138.68,1,0.7718202798064749,77.18,High Risk
7996,15803479,Winter-Irving,708,France,Female,67,1,0.0,2,0,1,3837.08,0,0.12085581634864935,12.09,Low Risk
7997,15709639,Wilson,717,France,Female,22,5,112465.06,1,1,1,92977.75,0,0.1349346073455833,13.49,Low Risk
7998,15601719,Fiorentino,465,Germany,Male,24,6,156007.09,1,1,0,191368.37,0,0.25524744120994436,25.52,Low Risk
7999,15772482,Iloerika,829,Germany,Male,28,3,132405.52,3,1,0,104889.2,1,0.8316278033582236,83.16,High Risk
8000,15591489,Davison,826,France,Male,26,5,142662.68,1,0,0,60285.3,0,0.2807521365828023,28.08,Low Risk
8001,15629002,Hamilton,747,Germany,Male,36,8,102603.3,2,1,1,180693.61,0,0.1513466779076799,15.13,Low Risk
8002,15798053,Nnachetam,707,Spain,Male,32,9,0.0,2,1,0,126475.79,0,0.05213759280789057,5.21,Low Risk
8003,15753895,Blue,590,Spain,Male,37,1,0.0,2,0,0,133535.99,0,0.07264300038151596,7.26,Low Risk
8004,15595426,Madukwe,603,Spain,Male,57,6,105000.85,2,1,1,87412.24,1,0.49760730973662515,49.76,Medium Risk
8005,15645815,Mills,615,France,Male,45,5,0.0,2,1,1,164886.64,0,0.12359565673170811,12.36,Low Risk
8006,15632848,Ferrari,634,France,Female,36,1,69518.95,1,1,0,116238.39,0,0.31877492693039977,31.88,Medium Risk
8007,15703068,Nixon,716,Germany,Male,41,8,126145.54,2,1,1,138051.19,0,0.25614577223800866,25.61,Low Risk
8008,15791513,Manfrin,647,France,Male,41,4,138937.35,1,1,1,101617.64,1,0.34814205355543043,34.81,Medium Risk
8009,15587210,McCartney,591,Germany,Female,44,10,113581.98,1,1,0,1985.41,0,0.8483432730217241,84.83,High Risk
8010,15793803,Robinson,574,France,Male,34,1,112572.39,1,0,0,165626.6,0,0.16994177159559554,16.99,Low Risk
8011,15787756,Nkemdirim,467,Germany,Male,51,10,114514.71,2,1,0,177784.68,1,0.8200800043389578,82.01,High Risk
8012,15723437,Sal,701,France,Female,35,2,0.0,2,1,1,65765.22,0,0.11847761304164216,11.85,Low Risk
8013,15702715,Kao,747,France,Female,34,10,0.0,2,1,1,50759.8,0,0.13894617385983363,13.89,Low Risk
8014,15809872,Ikechukwu,650,France,Male,32,2,84906.45,1,1,0,163216.48,0,0.17799336635919072,17.8,Low Risk
8015,15644295,Hargreaves,731,Spain,Female,39,2,126816.18,1,1,1,74850.93,0,0.20459779967126518,20.46,Low Risk
8016,15778694,Sievier,638,Germany,Female,26,1,105249.76,2,1,1,23491.09,0,0.1281647673762831,12.82,Low Risk
8017,15759555,Murphy,569,Spain,Male,41,2,0.0,2,1,0,134272.57,0,0.11074930745788379,11.07,Low Risk
8018,15631406,Munro,459,Germany,Male,50,5,109387.9,1,1,0,155721.15,0,0.8897826371297939,88.98,High Risk
8019,15616676,Donnelly,632,Germany,Male,23,3,122478.51,1,1,0,147230.77,1,0.5137542905902688,51.38,Medium Risk
8020,15771154,North,683,France,Female,73,8,137732.23,2,1,1,133210.44,0,0.22995670451527778,23.0,Low Risk
8021,15669491,Cruz,850,France,Female,46,2,157866.77,1,1,1,18986.12,0,0.4598099923622565,45.98,Medium Risk
8022,15697691,Sinclair,512,France,Female,41,6,0.0,1,1,1,100507.81,0,0.4330200952375441,43.3,Medium Risk
8023,15665180,Vasiliev,616,France,Female,31,3,136789.14,1,1,0,59346.4,1,0.32003068984027566,32.0,Medium Risk
8024,15752588,Vasilyeva,664,France,Male,36,1,0.0,2,1,1,95372.64,0,0.06012373578258631,6.01,Low Risk
8025,15743051,Hamilton,694,France,Male,30,10,144684.03,1,1,1,31805.49,0,0.1472320142799775,14.72,Low Risk
8026,15571873,Sung,655,France,Male,24,9,107065.31,1,1,1,51959.82,0,0.1389519788255446,13.9,Low Risk
8027,15679743,Genovesi,607,France,Female,33,8,91301.72,1,0,1,130824.57,0,0.21099881690834277,21.1,Low Risk
8028,15769412,Atkinson,684,Spain,Male,39,4,207034.96,2,0,0,157694.76,1,0.3844104251195727,38.44,Medium Risk
8029,15775124,Watterston,763,Spain,Male,37,8,0.0,2,1,1,933.38,0,0.09937703520690336,9.94,Low Risk
8030,15732113,Butters,671,Spain,Male,50,8,0.0,1,0,1,2560.11,0,0.5347045934786581,53.47,Medium Risk
8031,15578141,Chien,592,Spain,Male,38,3,0.0,1,1,1,12905.89,1,0.4972586227001348,49.73,Medium Risk
8032,15595874,Gorbunova,666,Spain,Female,36,6,0.0,2,1,0,176692.87,0,0.13020319810244546,13.02,Low Risk
8033,15755642,Bulgakov,667,France,Male,34,5,0.0,2,1,1,102908.63,0,0.042942064198370676,4.29,Low Risk
8034,15576526,Steele,850,Spain,Male,36,6,0.0,2,0,1,41291.05,0,0.060615872810895116,6.06,Low Risk
8035,15792489,Polyakova,622,Spain,Male,42,9,0.0,2,1,0,119127.06,0,0.14874098312203324,14.87,Low Risk
8036,15733705,Bull,577,France,Female,30,8,92472.1,2,0,1,126434.61,0,0.115350568108774,11.54,Low Risk
8037,15807221,Weaver,555,Spain,Male,21,1,0.0,2,0,0,103901.35,0,0.050512126767828486,5.05,Low Risk
8038,15573045,Earl,547,France,Male,62,10,127738.75,2,1,1,85153.0,0,0.28648137941576207,28.65,Low Risk
8039,15756824,Giordano,613,Germany,Female,50,5,101242.98,2,1,0,12493.61,0,0.6887746807768986,68.88,High Risk
8040,15773520,Begg,672,France,Female,43,4,92599.55,2,1,1,167336.78,0,0.4440125800463045,44.4,Medium Risk
8041,15627439,Pickering,624,Spain,Female,36,10,0.0,2,0,1,186180.42,0,0.11222449224715826,11.22,Low Risk
8042,15701439,Fanucci,698,Spain,Female,50,1,0.0,4,1,0,88566.9,1,0.9264787359400306,92.65,High Risk
8043,15785352,Chang,606,France,Male,37,6,82373.94,1,0,0,172526.9,1,0.4069762471602298,40.7,Medium Risk
8044,15616525,Sopuluchi,720,Spain,Male,31,4,141356.47,1,0,0,137985.69,0,0.23388914839890163,23.39,Low Risk
8045,15717489,Martin,835,France,Male,23,9,0.0,1,1,0,19793.73,1,0.4058276307308072,40.58,Medium Risk
8046,15795737,McNaughtan,771,Spain,Female,47,3,72664.0,2,1,1,107874.39,0,0.383116382155103,38.31,Medium Risk
8047,15693877,Stewart,811,France,Female,47,3,123365.34,2,0,0,171995.34,0,0.5202009314846278,52.02,Medium Risk
8048,15576111,Reagan,734,Germany,Male,33,5,121898.58,1,1,0,61829.89,0,0.5706413304360844,57.06,Medium Risk
8049,15595713,Heller,548,Spain,Male,33,6,0.0,1,1,1,31728.35,0,0.31339283743804497,31.34,Medium Risk
8050,15808868,Nwokeocha,652,France,Female,31,3,103696.97,3,0,0,155221.05,1,0.8541557135828991,85.42,High Risk
8051,15708193,Liu,707,France,Male,33,2,0.0,2,0,0,130866.95,0,0.06624162757729798,6.62,Low Risk
8052,15697801,Sokolova,605,Germany,Female,56,1,74129.18,2,1,1,62199.78,1,0.5956945175236422,59.57,Medium Risk
8053,15770121,Bancroft,623,France,Female,34,9,0.0,1,1,0,24255.21,0,0.3900544284909087,39.01,Medium Risk
8054,15800524,Nnanna,686,Germany,Male,29,3,185379.02,1,1,0,64679.07,0,0.33123489410741663,33.12,Medium Risk
8055,15686236,Trevisani,525,Germany,Female,47,1,118087.68,1,1,0,88120.78,1,0.939050366622661,93.91,High Risk
8056,15659807,Nwachinemelu,657,Spain,Male,41,8,109402.13,1,1,1,66463.62,0,0.17376701781146434,17.38,Low Risk
8057,15736078,Ting,730,Germany,Female,33,7,130367.87,1,1,0,15142.1,1,0.684895385440412,68.49,High Risk
8058,15620836,Lo Duca,816,Germany,Female,34,2,108410.87,2,1,0,102908.91,0,0.2924521666501016,29.25,Low Risk
8059,15698184,Marshall,484,France,Female,50,2,90408.16,2,0,0,48170.57,0,0.6577369306670369,65.77,High Risk
8060,15717643,Band,728,France,Female,34,6,90425.15,2,1,1,11597.69,0,0.13667284719392397,13.67,Low Risk
8061,15776596,Ferri,730,Spain,Female,39,6,140094.59,1,1,0,172450.04,1,0.5559962728393608,55.6,Medium Risk
8062,15814757,Carter,477,Spain,Male,31,9,0.0,2,0,1,184061.17,0,0.06067675729100427,6.07,Low Risk
8063,15812607,Wilson,663,Germany,Female,46,6,95439.4,1,1,1,21038.58,1,0.8038443675715908,80.38,High Risk
8064,15663888,Connor,549,Germany,Male,34,6,204017.4,2,1,0,109538.35,0,0.13864775264765145,13.86,Low Risk
8065,15748882,Reid,714,Spain,Male,29,9,0.0,2,1,0,129192.55,0,0.060673559858472524,6.07,Low Risk
8066,15690829,Sandefur,430,Germany,Male,49,3,137115.16,1,1,0,146516.86,1,0.8669464680732983,86.69,High Risk
8067,15695819,Bidwill,504,Germany,Male,43,5,134740.19,2,1,0,181430.91,0,0.4116428962601212,41.16,Medium Risk
8068,15696834,Cone,530,France,Female,29,5,0.0,2,0,0,121451.21,0,0.0797428879526111,7.97,Low Risk
8069,15797710,Saunders,619,Germany,Male,29,4,98955.87,1,0,1,131712.51,0,0.19498758177291745,19.5,Low Risk
8070,15700654,Liardet,617,Germany,Male,44,9,49157.09,2,1,0,53294.17,0,0.31588407024204845,31.59,Medium Risk
8071,15583764,Wilkes,791,Germany,Male,31,1,130240.33,1,0,0,96546.55,0,0.4163559068324076,41.64,Medium Risk
8072,15688849,Martin,609,France,Male,48,1,108019.27,3,1,1,184524.65,1,0.911554426756475,91.16,High Risk
8073,15661473,Boni,780,Germany,Male,51,4,126725.25,1,1,0,195259.31,1,0.9041268381598623,90.41,High Risk
8074,15601030,Patel,777,Germany,Female,34,5,96693.66,1,1,1,172618.52,0,0.37888762694279676,37.89,Medium Risk
8075,15789557,Howell-Price,817,Germany,Female,27,7,129810.6,1,1,1,59259.44,0,0.47503662843374844,47.5,Medium Risk
8076,15745250,Simpson,850,France,Male,58,8,156652.13,1,0,0,25899.21,1,0.8559019163643463,85.59,High Risk
8077,15590349,Rowland,732,France,Female,36,9,0.0,1,0,0,3749.0,1,0.32805581502279485,32.81,Medium Risk
8078,15741693,Barnard,693,France,Male,40,4,130661.96,1,1,1,101918.96,0,0.28170756232617983,28.17,Low Risk
8079,15618446,Nnonso,576,France,Female,50,8,0.0,2,1,1,57802.62,0,0.20834519181854097,20.83,Low Risk
8080,15766552,Rossi,643,France,Male,37,6,0.0,2,0,0,142454.77,0,0.06888540281535603,6.89,Low Risk
8081,15668775,Pendred,757,France,Male,47,3,130747.1,1,1,0,143829.54,0,0.6712451769070281,67.12,High Risk
8082,15757895,Martin,569,Germany,Male,30,6,106629.49,1,0,1,44114.88,0,0.33488469125889464,33.49,Medium Risk
8083,15774551,K?,772,Spain,Male,36,3,112029.83,1,1,1,186948.35,0,0.10434337462728015,10.43,Low Risk
8084,15684011,Miller,576,Germany,Male,29,7,130575.26,1,0,1,173629.78,0,0.28669608748133635,28.67,Low Risk
8085,15736146,Afamefula,608,Germany,Male,28,4,96679.71,1,1,1,49133.45,0,0.17119849660023123,17.12,Low Risk
8086,15656286,Sims,794,France,Male,33,0,0.0,2,0,0,178122.71,0,0.09503210840419923,9.5,Low Risk
8087,15774847,Knight,593,France,Male,50,6,171740.69,1,0,0,20893.61,0,0.7309488080151557,73.09,High Risk
8088,15619340,Obijiaku,597,Spain,Male,38,1,0.0,2,1,0,41303.29,0,0.0776081580798009,7.76,Low Risk
8089,15815656,Hopkins,541,Germany,Female,39,9,100116.67,1,1,1,199808.1,1,0.6928419245262183,69.28,High Risk
8090,15623357,Onio,692,Germany,Male,24,2,120596.93,1,0,1,180490.53,0,0.3033374735621155,30.33,Medium Risk
8091,15601324,Black,697,France,Female,48,1,0.0,2,1,1,87400.53,0,0.2730784529751306,27.31,Low Risk
8092,15715510,Eluemuno,768,France,Male,29,2,95984.69,2,1,1,73686.75,0,0.07524176282656185,7.52,Low Risk
8093,15663770,Doyle,802,France,Male,38,1,142557.11,1,1,1,172497.73,0,0.16406250070874615,16.41,Low Risk
8094,15779267,Onyemere,584,France,Male,47,5,0.0,2,1,0,89286.29,0,0.19682467252062624,19.68,Low Risk
8095,15597957,Rahman,614,Spain,Male,66,2,0.0,2,0,1,180082.7,0,0.10498823885003607,10.5,Low Risk
8096,15584620,Su,850,Germany,Female,36,6,143644.16,1,1,0,22102.25,1,0.6670571199534888,66.71,High Risk
8097,15750772,Walker,671,France,Female,38,6,132129.72,1,0,1,76068.95,0,0.27153051051687754,27.15,Low Risk
8098,15706557,Ferguson,626,France,Female,52,0,0.0,2,1,0,32159.46,1,0.4780761533893646,47.81,Medium Risk
8099,15594391,Samaniego,770,France,Female,68,2,183555.24,1,0,0,159557.28,1,0.8463718693476727,84.64,High Risk
8100,15661656,Onwumelu,633,France,Male,38,2,91902.56,2,1,1,107673.35,0,0.13056984248487305,13.06,Low Risk
8101,15631217,Young,663,France,Male,40,6,156218.19,1,0,1,33607.72,0,0.3078207796100827,30.78,Medium Risk
8102,15588955,Mazzi,581,Germany,Female,43,5,93259.57,3,1,0,141035.65,1,0.9368395062699555,93.68,High Risk
8103,15758252,Toscano,561,Germany,Female,45,2,168085.38,2,0,1,115719.08,0,0.3596694336361971,35.97,Medium Risk
8104,15740223,Walton,479,Germany,Male,51,1,107714.74,3,1,0,86128.21,1,0.954400106848112,95.44,High Risk
